时间戳记	省份	城市	区县	学校名称	年级	每周在校学习小时数	每月假期天数	寒假放假天数	24年学生自杀数	上学时间	放学时间 含晚自习	寒假补课收费总价格	学生的评论
2025-2-3 上午03:28:01	宁夏	固原市	原州区	固原市第二中学	12	70	2	16	0	上午06:30:00	下午10:35:00	3000	我的朋友，为了他不被抓我不公布名字，在这里上学，他告诉我，他们高中有高配班级，都是市长局长的孩子，学生配备三倍的教师教学，一个学生可以随时找单独辅导。下课班级女老师和学生在教室里互相摸大腿甚至让学生抓胸，还主动据说还有学生摸老师逼，他们都说那个学生爸爸是大官，就在教室里下课时。普通学生都是资源差的班级和老师，老师上课讲荤段子，在黑板上画牛子让女同学看，还有老师喝醉了扒女同学裤子用手抠，被压下来给了10万解决了
2025-2-4 上午02:23:36	宁夏	中卫	中卫市	中卫市西台中学	9	55	4	7	0	上午06:30:00	上午09:50:00	0	傻逼赤石学校不放假，初中生寒假放七天，老师公开收自习费书包费校服费卫生维护费，罚学生不戴手套刷厕所，经常沾一手
2025-2-4 上午02:31:00	宁夏	银川	市区	银川二中	10	60	2	5	0	上午06:10:00	下午10:30:00	0	银川市第二监狱 宏志班逼迫学生在疫情时期上课，导致有学生死在课堂上 白纸时期有人在学校里贴白纸被老师威胁全家 让学生学到半，迟到罚不吃午饭 骂回民是猪
2025-2-2 上午11:25:41	宁夏	石嘴山	大武口区	石嘴山三中	2	105	0.5	28	1	上午05:30:00	下午11:30:00	1000	
2025-2-3 下午08:48:26	宁夏	宁夏回族自治区吴忠市青铜峡市	宁夏回族自治区吴忠市青铜峡市小坝镇	青铜峡市第一中学	12	75	1	15	2	上午05:00:00	下午11:00:00	100	
2025-2-4 上午02:55:12	青海	海西州	德令哈市	德令哈市第一中学	11	60	4	28	0	上午07:00:00	下午10:30:00	0	司马狗畜生老师徐恒布置一天做十几张卷子还要试卷费 骂做不完卷子的女生母狗欠日只能当ji 我们是人！！！我们是人！！！！！！我们是人！！！！！！！！！ 老师杀死了我们，还要说：“看！奴隶” 溺死徐恒在马桶里！
2025-2-4 上午03:22:11	青海	青海省西宁市	大通县	大通第六中学	7	60	8	40	0	上午07:15:00	下午07:00:00	0	
2025-2-2 下午08:41:11	山东	滨州市	邹平市	邹平市第二中学	12	112	2	14	0	上午06:25:00	下午10:15:00	0	
2025-2-3 上午05:18:23	山东	滨州市	无棣县	无棣博翱高级中学	12	1002	2.5	20	0	上午05:30:00	上午10:30:00	0	我虽是毕业生但是在高中的阴影对我来说是无法磨灭的，每天听着没有任何用的大道理，即使是生病了打电话给家里都要老师批准，家里还会以为是我为了回家装的病，在这里读书甚至都比命要重要，我在学校时就已经患上了抑郁症以及其他心理疾病，我曾请求父亲带我去检查，因为当时我的脑子很不正常了，脑子非常混乱，对声音很敏感，晚上每一次睡觉都是煎熬，但是我的父亲并没在意认为这是我为了逃避学习的手段，又一次把我推向学校。时至今日我已经高中毕业三年了我时常会做一些关于高中的梦，每一次我都会吓醒，在梦里我的妈妈不认识我，最亲的亲人不会救我出去，我除了在梦里自杀没有别的办法，但是每一次我都失败了，再一次被困在生活在高中的噩梦里 ————————Rem1st
2025-2-2 下午01:43:38	山东	济南市	槐荫区	济南西城实验中学	12	116	2.6	12	0	上午06:30:00	下午10:05:00	0	经山东省中小学生心理健康普查，我们班有一半学生有心理健康问题（专业测评，结果可信）
2025-2-2 下午12:35:19	山东	济南市	高新区	济南高新区第一实验学校	9	78	4	12	0	上午06:40:00	下午07:40:00	0	初三第一学期最后一个月，将初三分为快班和慢班，1.19-1.24补课期间，快班上网课，慢班到校学习 本学期开始时，原计划将四年级学生移至刚建好的新校区学习，但引发四年级学生家长不满，集体前往校长办公室反应，此事在敝校史称“肘击侯彬”，后续结果是四年级留在原校区，初三和六年级挤在一栋楼教学（因为教室不够甚至把舞蹈教室改为教学用，本就不大的一层楼上硬塞进去六个班，人口密度堪比集中营） （本校为九年一贯制）
2025-2-3 上午04:12:27	山东	济宁市	微山县	微山县启明高级中学	12	119	2	11	0	上午06:10:00	下午10:30:00	0	
2025-2-2 下午10:57:30	山东	临沂市	平邑县	平邑一中	12	84	3	11	0	上午06:00:00	上午10:00:00	300	
2025-2-3 下午03:14:42	山东	临沂市	费县	临沂市工程学校	12	108	3	15	0	上午06:00:00	下午09:30:00	0	
2025-2-3 下午03:18:01	山东	临沂市	费县	费县实验中学	12	108	3	15	0	上午06:30:00	下午09:50:00	0	
2025-2-2 上午03:32:44	山东	青岛市	即墨区	青岛第十九中学	12		2	13	0				
2025-2-3 上午11:23:46	山东	青岛市	崂山区	私立青岛海山学校	11	96	4	10	0	上午05:40:00	下午10:50:00	0	23年开始为了升学率延后了晚上放学时间，学生们苦不堪言，还有老师侮辱体罚学生，曾经有老师强奸学生未被处罚
2025-2-2 上午11:34:49	山东	日照市	莒县	莒县第一中学	12	100	1	14	0	上午06:10:00	下午10:10:00	0	
2025-2-3 下午01:57:21	山东	威海市	乳山市	乳山市第一中学	12	119	2.5	22	0	上午05:30:00	下午09:50:00	0	已毕业，消息可能不是最新。曾经该校的一位走读学生或因早晨上学时间太早（天未亮）或因超时学习导致的疲劳在上学途中被大货车车轮碾压，当场死亡。
2025-2-3 上午01:00:18	山东	潍坊市	寿光市	寿光市第一中学	12	73	2	10	0	上午06:15:00	上午10:20:00	0	补充上题：23年有1个自杀的，因为谈恋爱被抓，父母批评等多重因素
2025-2-3 下午03:16:14	山东	潍坊市	青州市	山东省青州第二中学	12	100	1	15	0	上午06:10:00	下午10:40:00	0	
2025-2-3 下午03:21:35	山东	潍坊市	青州市	青州中学	12	102.5	1	8	0	上午06:30:00	下午10:30:00	0	
2025-2-3 上午02:53:30	山东	烟台	莱州	莱州市第一中学	10	150	2	24	0	上午06:20:00	下午10:20:00	0	
2025-2-3 下午12:59:45	山东	烟台市	芝罘区	烟台第一中学	12	90	2	10	0	上午06:50:00	下午09:30:00	0	
2025-2-3 下午02:03:26	山东	烟台市	蓬莱区	山东省蓬莱第一中学	10	182	3	22	0	上午06:10:00	上午09:50:00	0	
2025-2-3 上午02:38:09	山东	淄博市	沂源县	石桥中学	7	76	8	30	0	上午05:50:00	下午09:00:00	0	
2025-2-3 下午12:02:39	山东	淄博市	桓台县	山东省桓台第一中学	12	92	1.25	8	0	上午06:30:00	下午10:00:00	0	
2025-2-3 下午01:16:08	山东	淄博市	临淄区	淄博市临淄中学	12	38	0.5	14	0	上午06:30:00	下午10:05:00	0	建议学校公开高考用监控录像，来验证学生是否为自愿返校，还是强制“自愿”返校。
2025-2-3 下午01:54:26	山东	淄博市	临淄区	淄博市临淄中学	12	91	4	14	0	上午06:30:00	下午10:05:00	0	建议学校将高考用监控录像公开，来验证学生是否为自愿返校，或者是强制返校。让大家看清一所学校所谓“假期开放校园，自愿返校”的真面目。
2025-2-3 下午04:00:27	山东	济宁市	邹城市	兖矿一中	12	95	3	5	0	上午06:10:00	下午11:00:00	0	睡眠时间不足
2025-2-3 下午04:23:23	山东	济南市	章丘区	山东省章丘区高级中学	11	91	2	21	0	上午06:15:00	下午10:00:00	0	我是这所寄宿制「监狱」的高二生，这里有着无死角的监控和老师巡查，有着所谓「学生会」监视着我们的一举一动，更有着一个个在书桌前麻木的灵魂。         在太阳还没有穿过地平线时，我们醒来了。闹钟上05：50的时间像是一道催命符，令人清醒。从宿舍走到教室，距离很长，长到能吞噬学生的生机。         当然，这里还有规则怪谈类的校规校纪、贵而质量低的饭菜、精神生活的极致压缩等，不可尽数。在学生身处白色恐怖的阴影下时，校领导却在大摆宴席、寻欢作乐。在学生为了成绩单上的数字奋不顾身时，既得利益者却要食人肉、饮人血。但这片土地上的高层不会在意，自诩「为人民服务」的中共更不会关心。         「沉默呵，沉默呵！不在沉默中爆发，就在沉默中灭亡」。宿舍墙上，不知是谁用笔写下「六四」标语。这让我明白，反抗的星火从未熄灭，它将最终成燎原之势。         也许我的呼声像尘埃一样渺小，但我矢志不渝地认为中国学生将有一个更加美好的未来。
2025-2-3 下午06:31:59	山东	德州市	禹城市	禹城市第一中学	12	98	1.5	26	0	上午06:00:00	下午10:30:00	0	
2025-2-3 下午07:08:35	山东	枣庄市	滕州市	滕州二中新校	12	90	3	10	0	上午05:30:00	下午10:20:00	0	在高考期间学校会让学生待在学校上咯
2025-2-3 下午07:46:42	山东	潍坊市	临朐县	临朐县第一中学	12	90	2	7	0	上午06:15:00	下午09:50:00	500	
2025-2-3 下午08:32:54	山东	潍坊市	寿光市	寿光现代中学	12	112	2	12	0	上午05:40:00	下午10:00:00	0	
2025-2-3 下午08:48:41	山东	青岛市	西海岸新区	致远中学	12	116	2	10	0	上午05:45:00	下午10:00:00	0	
2025-2-3 下午08:53:07	山东	临沂市	平邑县	山东省平邑第一中学	12	98	1.5	0	0	上午06:00:00	下午08:00:00	0	0人自杀当然是因为学校把窗户都封掉啦~大夏天只能开一半窗户，头都伸不出去，我真服了，夏天普通班教室和宿舍里的空调比实验班晚开半个月，鹅心。请假是不让请的，烧到38度是还能撑撑的，甚至还有同事觉得你38度请假是矫情，因为她39度都能听得进去课，对于这种我只能说神经病。唉唉无语学校。
2025-2-3 下午09:48:19	山东	济宁市	梁山县	梁山县实验高级中学	12	106	3	12	0	上午06:30:00	下午10:30:00	0	为了本科率压榨学生
2025-2-4 上午01:49:57	山东	济南	历下区	山东师范大学附属中学（山师附中）	12	80	4	12	0	上午06:40:00	下午09:40:00	5000	重点高中，暗无天日，无精打采，看不到希望，卷也卷不赢，教育费用高昂，难以承受！学生压力巨大，度日如年！
2025-2-4 上午02:13:52	山东	平度市	同和街道	平度市同和街道同和中学	9	50	8	15	0	上午07:30:00	上午05:05:00	0	
2025-2-4 上午02:37:13	山东	临沂市	罗庄区	临沂第十九中学	11	96	2	22	0	上午05:50:00	下午10:00:00	0	延长学习时间不如提升学习质量
2025-2-4 上午02:48:36	山东	日照市	东港区	日照市第五中学	12	70	2	15	0	上午06:05:00	下午10:15:00	0	😭😭😭😭😭😭😭😭😭😭😭😭😭 救救孩子 😭😭😭😭😭😭 我朋友被老师猥亵用手摸裤裆被劝退了
2025-2-4 上午02:51:57	山东	威海市	乳山市	乳山市银滩高级中学	12	100	0.5	14	0	上午05:45:00	下午10:30:00	0	
2025-2-4 上午02:59:32	山东	滨州市	滨城区	滨州市第三中学	7	45	8	32	0	上午07:05:00	下午05:30:00	3000	有同学因为学习不好发泄，用筷子捅进班里第一女生屁股，学校压下消息开除女生 男生是什么局长的公子
2025-2-3 上午11:42:55	山东	日照市	莒县	莒县四中	12	112	1.5	15	1	上午06:00:00	下午10:20:00	0	每天放学太晚，睡眠时间不够，老师打骂学生，校长和稀泥
2025-2-3 下午01:14:34	山东	烟台市	芝罘区	青华中学	11	420	0.5	14	1	上午06:28:00	下午10:00:00	1000	寒假天数纯属今年山东教育厅严抓了一下抓上去的（就这样还是比规定多上10天课），正常高一高二年级寒暑假都在七天左右
2025-2-3 下午05:00:27	山东	菏泽市	单县	单县第一中学	12	122	2	10	1	上午05:30:00	上午10:50:00	0	压迫太强
2025-2-3 下午06:18:16	山东	烟台市	海阳市	烟台市中英文高级中学	11	80	2	5	1	上午05:00:00	上午11:00:00	1000	
2025-2-3 下午07:42:35	山东	淄博市	高新区	淄博第十一中学	12	110	1	7	1	上午06:30:00	上午10:10:00	0	虽然毕业了，但还是对高中留下的阴影影响终生，我从小就喜欢学习甚至考上了重点高中，因为高中对我的摧残，我差点也成了自杀的案例，最终选择走综评没有高考，再也学不下去了，感觉中国教育毁了我
2025-2-3 下午10:55:50	山东	临沂市	郯城县	郯城县第二中学	12	110	6	26	1	上午05:45:00	上午09:30:00	0	不抓学习抓纪律，抓卫生，压缩学生的放假天数，甚至元旦都没有放假。
2025-2-3 下午11:30:00	山东	聊城市	临清市	临清市第三高级中学	12	120	2	14	1	上午06:35:00	下午10:00:00	0	
2025-2-4 上午01:53:04	山东	临沂市	河东区	山东省临沂第一中学	10	119	0	0	1	上午03:50:00	上午12:00:00	200000	男生被一个王姓政治老师叫到办公室摸下体 有六七个男生都被叫去了
